"source","source_place_id","hashtags","nature","culture","art","food","activity","sports","healing","festival","semantic_text","taxonomy_version","labeling_method","labeling_confidence","labeling_evidence","reviewed_at"
"tourapi","129761","#문화관광|#전시시설|#미술관/화랑|#자연|#박물관|#예술|#전시|#카페|#가족체험|#공원","0.0","0.5","1.0","0.0","0.5","0.0","0.5","0.0","광주시립미술관 광주시립미술관은 1992년 지역 문화예술 발전을 위해 국내 공립미술관 중 최초로 개관하여 1995년 광주비엔날레 창설의 기초를 마련하는데 크게 일조하였으며, 시민들에게는 다양한 문화서비스를 제공하기 위해 노력해 왔다. 전남광주통합특별시의 서북쪽 관문인 중외공원 내에 2007년 신축 이전한 현재 미술관은 광주비엔날레, 국립아시아문화전당과 함께 지역 미술문화 발전은 물론, 세계 주요 미술관들과 국제교류의 폭을 넓혀 나가고 있다. 본관은 총 6개의 전시실과 어린이미술관, 문화센터, 도서자료실, 세미나실, 야외공연장, 카페 등을 갖추고 있다. 광주시립미술관이 위치한 중외공원은 광주비엔날레관, 광주시립민속박물관, 국립광주박물관, 광주문화예술회관 등이 함께 자리하고 있어, 자연과 문화예술이 함께 숨 쉬는 전남광주통합특별시의 대표 문화 명소이기도 하다. (출처 : 광주시립미술관 홈페이지) #문화관광 #전시시설 #미술관/화랑 #자연 #박물관 #예술 #전시 #카페 #가족체험 #공원","1.0.0","import","0.6","[{""source"": ""tourapi"", ""source_url"": ""http://artmuse.gwangju.go.kr/"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","969963","#문화관광|#공연시설|#공연장|#전시|#공연|#행사/축제|#실내|#비오는날|#주차가능","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","광주야외음악당 전남광주통합특별시청 옆 문화광장 내에 위치한 광주야외음악당은 2006년 5월 설립한 이동형 객석 2,000석 규모의 야외음악 공연장이다. 최신 음향장비 및 무대, 조명시설을 갖추고 있으며, 클래식, 국악 등의 음악공연을 비롯한 각종 문화공연 및 전시행사가 열린다. 광주야외음악당은 광주시민들에게 특별한 공간이다. 전남광주통합특별시 또는 우리나라에 좋은 일이 생기거나 생기길 희망할 때면 이곳에 모여 자축하거나 기원의 에너지를 모으는 장소로 활용되는 곳이다. #문화관광 #공연시설 #공연장 #전시 #공연 #행사/축제 #실내 #비오는날 #주차가능","1.0.0","import","0.47","[{""source"": ""tourapi"", ""source_url"": ""https://tour.gwangju.go.kr/home/tour/info/sports.cs?act=view&infoId=1246"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","2009775","#문화관광|#전시시설|#전시관|#민주인권|#예술|#전시|#체험|#교육|#행사/축제|#공연","0.0","0.5","1.0","0.0","1.0","0.0","0.0","0.0","국립아시아문화전당 국립아시아문화전당은 아시아의 문화 교류와, 문화자원 수집·연구, 콘텐츠의 창·제작, 전시, 공연, 아카이브, 유통이 한 곳에서 모두 이루어지는 세계적인 복합문화예술공간이다. 국립아시아문화전당의 대표적인 콘텐츠를 보여주는 상설전시와 기획전시, 레지던시 전시, 특별전시 등 대중과 함께 공감하고 즐기는 약 40개의 다양한 전시를 매년 선보이고 있다. 전시는 민주주의와 인권의 요람인 광주의 지역적 정체성을 근간으로 전 세계인들이 공감하는 ‘시대정신’을 반영하고 있다. 또한 창의성, 혁신성, 전문성을 바탕으로 과학기술과 융합된 예술적 표현 매체를 적극 활용하는 전시를 선보임으로써 동시대 미술의 다양한 가능성을 관람객들과 공유하고 있다. 국립아시아문화전당은 콘서트, 연극, 무용, 클래식, 토크쇼 등 장르에 구애받지 않는 아시아의 동시대 담론을 소재로 한 실험적 공연을 매년 30회 이상 제작하고 있다. 국내외 유수 창작진과 협업하여 ACC 고유의 아시아콘텐츠 공연, 국제공동 창·제작 공연, 어린이·청소년을 위한 창·제작 공연을 개발하고 있다. 또한, 남녀노소 누구나 즐길 수 있는 다양한 브런치 콘서트, 슈퍼클래식, 빅도어 시네마, 수요극장, 지역협력 공연, 송년음악회, 신년음악회 등의 공연도 진행하고 있다. 5‧18민주화운동의 민주·인권·평화 정신을 확산하기 위해 매년 5월 'ACC오월문화주간'에서 오월어머니의 노래, 오월스토리 퍼즐, 오월이야기 등 다양한 전시, 공연, 행사 등을 선보이고 있다. 또한, 야외 공간에서 즐기는 다채로운 축제와 행사를 연중 운영하고 있다. 아시아문화주간, 아시아문학페스티벌, ACC 월드뮤직페스티벌, HOW FUN, ACT 페스티벌, 책 읽는 ACC, 요가축제, ACC 시티런 등 전당 곳곳에서 방문객들과 함께 참여하는 다양하고 역동적인 프로그램이 펼쳐진다. 어린이들의 꿈이 성장하는 창의 예술 어린이 문화 놀이터인 어린이문화원에서는 체험 전시, 도서관, 공연, 창의예술교육 등 재미와 즐거움을 체험하고 창작 놀이를 통해 감성과 창의성을 키울 수 있 #문화관광 #전시시설 #전시관 #민주인권 #예술 #전시 #체험 #교육 #행사/축제 #공연","1.0.0","import","0.6","[{""source"": ""tourapi"", ""source_url"": ""http://www.acc.go.kr"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","1745001","#문화관광|#공연시설|#공연장|#예술|#전시|#행사/축제|#공연|#실내|#비오는날|#주차가능","0.0","0.0","0.75","0.0","0.0","0.0","0.0","0.0","빛고을시민문화관 빛고을시민문화관은 아시아문화중심도시 전남광주통합특별시의 새로운 복합문화시설로서 시민 정서 함양과 지역 문화예술의 창달을 위해 시민본위의 공연·전시, 쾌적하고 친숙한 문화예술공간 제공에 중점을 두고 운영하고 있다. 옛 구동체육관 부지에 2008년 11월 착공해 2010년 2월에 개관했다. 지하 2층, 지상 4층, 연면적 14,049㎡ 규모이며, 공연장(715석), 전시실, 다목적실 등의 시설을 갖추고 있다. 지역 주민들을 위한 공연·전시 등 각종 문화행사와 각종 문화강좌를 위한 공간으로 사용된다. #문화관광 #공연시설 #공연장 #예술 #전시 #행사/축제 #공연 #실내 #비오는날 #주차가능","1.0.0","import","0.5","[{""source"": ""tourapi"", ""source_url"": ""http://bitculture.gjcf.or.kr"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","2605338","#문화관광|#교육시설|#학교|#역사|#근대문화|#교육|#실내|#비오는날|#주차가능","0.0","0.75","0.75","0.0","0.0","0.0","0.0","0.0","수피아여자중고등학교 수피아여자중고등학교는 전남광주통합특별시 남구 양림동에 있는 사립학교로 1908년 배유지(Dr. Eugene Bell) 선교사에 의해 설립됐다. 교육사적·종교사적으로 가치 있는 건축물을 보유한 이곳은 광주 지역 근대건축의 변천사를 여실히 보여주고 있다. 수피아여자중고등학교에서 가장 오래된 건물은 구 수피아여학교 수피아홀이다. 당시에 일반적으로 사용되던 붉은 벽돌이 아니라 회색 벽돌로 지은 것이 특징으로, 중앙의 현관 포치 위쪽에 박공을 두어 정면성을 강조하고 있다. 배유지기념예배당은 학교 설립자인 배유지 선교사를 추모하기 위해 건립한 건물로 규모는 작고 아담하지만, 장식적인 요소가 많고 건축 기법이 독특하고 조화롭다. 윈스브로우 여사의 생일 헌금으로 건축한 구 수피아여학교 윈스브로우홀은 좌우 대칭의 중복도형으로 정면 출입구에 설치한 아담한 돌출 현관 포치가 인상적이다. 학교 후문 안에는 1995년 건립한 광주 3·1 만세 운동 기념비가 위치해 있다. 앞면에는 ‘광주 3.1 만세 운동 기념’이 새겨져 있고, 뒷면은 광주 3.1 만세 운동에 앞장섰기 때문에 옥고를 치른 수피아 학생들의 이름을 새겨 길이 기념하고자 했다. #문화관광 #교육시설 #학교 #역사 #근대문화 #교육 #실내 #비오는날 #주차가능","1.0.0","import","0.42","[{""source"": ""tourapi"", ""source_url"": """", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","130639","#문화관광|#전시시설|#미술관/화랑|#예술|#전시|#체험|#교육|#행사/축제|#야경|#실내","0.0","0.25","1.0","0.0","0.75","0.0","0.0","0.0","우제길미술관 우제길미술관은 사립미술관으로, 김차순 관장이 2001년 설립 이후 2014년 건축가 승효상의 설계로 새로운 공간을 증축하며 한층 더 현대적인 감각을 갖춘 복합문화공간으로 거듭났다. 한국 현대 추상미술을 대표하는 ‘빛의 화가’ 우제길 화백의 예술세계를 깊이 있게 조명하는 전시뿐만 아니라, 미술관이라는 세련된 건축미가 어우러진 인문학적 감성 공간에서 문화예술 행사, 교육, 워크숍 및 세미나, 결혼식 등 다양한 대관 행사를 개최할 수 있다. 또한, 작가의 창작 작업실이 함께 위치하여 그의 예술적 영감과 창작의 순간을 더욱 가까이에서 느낄 수 있는 특별한 경험을 제공한다. * 빛의 화가 우제길 우제길은 빛의 화가라고 불리는 작가로 현대 미술의 거장이다. 1942년 일본 교토에서 태어나 광주서중학교를 거쳐 1961년 광주사범학교를 졸업하였다. 이후 1987년 광주대학교 산업디자인과를 졸업하였다. 한국과 일본, 미국, 유라시아 국가에서 180여 회 이상의 국제전과 기획전에 참여하였으며, 한국미술대상전 특별상(1976), 문화체육부 공로상(1994), 제1회 광주비엔날레 인기작가상(1995), 옥관 문화훈장(2004) 등을 받았다. #문화관광 #전시시설 #미술관/화랑 #예술 #전시 #체험 #교육 #행사/축제 #야경 #실내","1.0.0","import","0.6","[{""source"": ""tourapi"", ""source_url"": ""https://wooart.co.kr/board/"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","2755010","#문화관광|#전시시설|#기념관|#역사|#민주인권|#전시|#교육|#실내|#비오는날|#주차가능","0.0","0.75","0.75","0.0","0.0","0.0","0.0","0.0","5·18민주화운동 기록관 5·18 민주화운동은 1980년 5월 18일부터 열흘간 전남광주통합특별시에서 촉발된 항쟁, 항거운동으로 대한민국을 지금의 민주주의 국가로 만든 역사적인 운동이다. ‘5·18 민주화운동 기록관’은 5·18 민주화운동 기록유산을 체계적으로 수집하여 영구 보존하고, 5·18의 역사적 의미를 세계인들과 함께 공유하기 위해 1980년 5월 역사적 현장이었던 옛 광주가톨릭센터에 2015년 설립되었다. 광주 시민들의 노력으로 2011년 유네스코 세계기록 유산에 등재된 5·18 민주화운동의 기록들을 직접 관람할 수 있고, 정기해설, 온라인 전시관 등을 이용한 관람도 가능하다. ‘5·18 민주화운동 기록관’은 대한민국 국민 모두의 역사를 간직한 곳이다. #문화관광 #전시시설 #기념관 #역사 #민주인권 #전시 #교육 #실내 #비오는날 #주차가능","1.0.0","import","0.53","[{""source"": ""tourapi"", ""source_url"": ""https://www.518archives.go.kr/"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","127480","#자연관광|#자연경관(하천‧해양)|#섬|#바다","0.75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","가거도 가거도(소흑산도)는 중국의 새벽닭 울음소리가 들릴 만큼 중국 땅과 가깝다는 우리나라 최서남단의 섬으로, 독실산(639m)의 산세가 높고 절벽으로 형성되어 웅장한 절경을 자랑하는 섬이다. 가거도의 섬등반도는 서쪽에 있는 반도 형태의 지형으로 해안선 주변으로 반도 전체가 주상절리를 이루고 있기 때문에 섬등병풍 바위라고도 불린다. 기암절벽으로 이루어진 암봉과 병풍처럼 펼쳐진 해식애가 일대 장관을 이루며, 특히 낙조 경관이 아름답다. 가거도라는 이름은 가히 살만한 섬이라는 뜻에서 붙었다고도 하고, 가도 가도 뱃길의 끝이 보이지 않는 섬이라해서 가거도라 불리었다는 설도 있다. 가거도는 서해안 어업전진기지로서 매우 중요한 섬이다. 한중일 어선들의 각축장이 되어 있는 황금 어장이기도 하고, 국토의 최서남단에 있기에 지리적, 외교적, 정치적으로 중요한 섬이기도 하다. 멸치, 조기, 갈치, 다랑어, 돔 등 온갖 고기들이 모여들기 때문에 연중 많은 낚시객들이 찾는 섬이며, 가거도 등대 앞바다에는 천연기념물인 바닷새의 번식지 국흘도(구굴도)가 있다. 여름철새인 슴새와 뿔쇠오리가 이 무인도에 둥지를 틀고 번식하는 등 백여 종의 철새들이 봄과 가을에 가거도에서 쉬거나 번식을 한다. #자연관광 #자연경관(하천‧해양) #섬 #바다","1.0.0","import","0.38","[{""source"": ""tourapi"", ""source_url"": ""https://tour.shinan.go.kr/home/tour/island_tour/heuksan/place/place_12/page.wscms"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","126273","#자연관광|#자연경관(하천‧해양)|#해변. 해수욕장|#자연|#전망|#레저|#힐링|#피크닉|#주차가능","0.75","0.0","0.0","0.0","0.5","0.0","0.75","0.0","가계해수욕장 바닷물이 갈라지는 현대판 모세의 기적으로 유명한 신비의 바닷길옆에 위치한 해수욕장이다. 넓은 백사장과 다도해상을 마주하고 풍경이 아름다운 해수욕장으로 백사장 길이는 3㎞이다. 교통이 편리할 뿐 아니라 넓은 주차장과 샤워장, 음수대 등 편의시설이 잘 갖추어져 있고 교통이 편리하여 자가용을 이용한 피서객들이 많이 찾는다. 해수욕장 인근에는 조형물들이 있어서 포토존으로 인기가 좋으며 해변가를 따라 소나무와 잔디가 있어 나무아래 그늘에서 햇볕을 피할 수 있고 초록색과 파란 바다색이 어우러져 아름다운 경치를 즐기며 물놀이와 휴식을 즐길 수 있다. 또한, 갯바위와 선착장, 무인도에서 감성동, 도다리, 농어, 숭어, 장어, 보리멸 등의 바다낚시를 즐길 수 있다. 인근에 진도해양생태관, 진도 신비의 바닷길, 금호도 등의 관광지가 있다. #자연관광 #자연경관(하천‧해양) #해변. 해수욕장 #자연 #전망 #레저 #힐링 #피크닉 #주차가능","1.0.0","import","0.55","[{""source"": ""tourapi"", ""source_url"": ""https://www.jindo.go.kr/tour/tour/info/nature/002.cs?act=view&infoId=1&category=002&searchCondition=&searchKeyword=&pageIndex=1&m=57"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","127423","#자연관광|#자연경관(산)|#계곡|#자연|#숲|#맛집|#레저|#공원|#주차가능","1.0","0.0","0.0","0.0","0.5","0.0","0.5","0.0","가마골계곡 담양군 용면 용연리에 소재한 용추봉(523m)을 중심으로 사방 4㎞에 걸쳐 형성되어 있는 계곡이다. 그다지 산이 높다고는 할 수 없으나 총 311,000㎡의 넓은 규모에 울창한 숲 사이의 계곡과 맑은 물, 기암괴석이 수려한 경관을 이루고 있다. 입구에서부터 계곡을 따라 올라가면 크고 작은 폭포와 연못이 곳곳에 있어 걸음을 멈추게 한다. 수림도 잘 형성되어 풍부한 그늘을 만들고 있으며 중간중간 쉬기 좋은 쉼터가 잘 조성되어 있다. 계곡의 도로를 따라 안쪽으로 더 깊이 들어가면 입장료를 내고 들어가는 가마골 생태공원이 나온다. 가마골 생태정원은 계곡 입수가 불가하지만 하류쪽 가마골 계곡은 물놀이가 가능하다. 자연미는 덜하지만 길이 잘 닦여있고 계곡 주변으로 캠핑장, 펜션, 식당 등이 위치해있어 야영과 물놀이와 함께 숙식이 가능하다. 가마골 계곡이 합류하는 담양호가 인접해 있으며 차량 이동 20분, 약 16㎞ 지점에 담양리조트, 차량 이동 24분 거리에 담양읍이 있다. #자연관광 #자연경관(산) #계곡 #자연 #숲 #맛집 #레저 #공원 #주차가능","1.0.0","import","0.55","[{""source"": ""tourapi"", ""source_url"": """", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","126289","#자연관광|#자연경관(하천‧해양)|#해변. 해수욕장|#숲|#전망|#주차가능","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","가마미해수욕장 영광읍 서쪽 24㎞ 거리에 위치한 해수욕장으로 1925년에 개장하였다. 길이 1㎞, 폭 200m의 백사장이 반달 모양으로 드리워져 있으며, 2,000여 그루의 울창한 소나무숲이 해안을 따라 길게 펼쳐져 있어 아늑한 분위기를 자아낸다. 수심은 1~2m에 불과하고 물이 깨끗해서 호남 3대 해수욕장의 하나로 꼽힌다. 가마미라는 해수욕장 이름은 뒤편에 있는 금정산의 산세가 마치 멍에를 멘 말의 꼬리처럼 생겼다 하여 가마미(駕馬尾)라고 하였다고 한다. 천연기념물 노랑부리백로와 괭이갈매기가 서식하고 있다. 해수욕장의 앞쪽으로는 숱한 섬들이 올망졸망 떠 있고, 그 바다 위로 한가로이 항해하는 어선들의 모습은 평화롭기 그지없다. 또한 칠산바다를 붉게 물들이는 이 곳의 서해낙조는 동해일출과는 사뭇 다른 운치를 안겨준다. 해수욕장 근처에는 뛰어난 해안 풍광을 자랑하는 백수해안관광도로, 바다낚시터로 유명한 돔배섬, 크기와 모양이 비슷한 섬 7개가 일자형으로 수평선 위에 떠 있는 칠산도가 있다. 해질 무렵 뒷편 금정산에 올라 바다 속으로 사라져가는 석양을 조망하는 것도 좋다. #자연관광 #자연경관(하천‧해양) #해변. 해수욕장 #숲 #전망 #주차가능","1.0.0","import","0.42","[{""source"": ""tourapi"", ""source_url"": ""https://tour.yeonggwang.go.kr/tour2?site=tour_2019&mn=7405&type=view&t_idx=4279"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","2615324","#자연관광|#자연경관(하천‧해양)|#해변. 해수욕장|#자연|#숲|#체험|#산책|#공원|#시즌한정|#아이동반","1.0","0.0","0.0","0.0","0.5","0.0","0.75","0.0","가사동백숲해변 가사동백숲해변은 완도 조약도 남쪽에 있는 아름다운 해변이다. 3월이면 붉은 동백꽃이 푸른 바닷물을 붉게 물들이며 장관을 이룬다는 이곳은 수백 년 된 동백나무 수백 그루와 후박나무, 잿밤나무가 해수욕장 전체를 둥글게 감싸 안고 있는 조약도의 유일한 해수욕장이다. 해변길이 300m정도로 규모는 아담하지만 해수욕과 삼림욕을 동시에 즐길 수 있는 해변이다. 가사동백숲해변 백사장 양 끝 쪽 갯바위는 소문난 바다 낚시터로 돔과 농어, 우럭 등 어족자원이 풍부해 사계절 낚시가 가능하다. 또, 간조에 물이 빠지면 갯벌 체험도 가능하다. 조약도 중앙에는 삼문산이 있으며 삼문산에 조성된 둘레길을 걸으며 산책하기 좋으며, 산 정상에 오르면 다도해해상국립공원과 일출과 일몰을 감상할 수 있다. 가사동백숲해변 인근에는 야영장도 있고 민박, 펜션도 있어 숙박을 하며 바다를 즐기기 편리하다. #자연관광 #자연경관(하천‧해양) #해변. 해수욕장 #자연 #숲 #체험 #산책 #공원 #시즌한정 #아이동반","1.0.0","import","0.6","[{""source"": ""tourapi"", ""source_url"": ""https://www.wando.go.kr/tour/sub.cs?m=162&tCimTitle=%EA%B0%80%EC%82%AC%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5&tCimUniqId=TCIM_000000000004499&tCfdMenuChoice=tCfdBeach"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","1916695","#자연관광|#자연경관(하천‧해양)|#해변. 해수욕장|#정원|#전망|#시즌한정|#주차가능","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.75","가사해수욕장 3월이면 붉은 동백꽃이 푸른 바닷물을 붉게 물들인다는 가사해수욕장은 수백 년 된 동백나무 수백 그루와 후박나무, 잣밤나무가 해수욕장 전체를 둥글게 감싸 안고 있는 조약도의 유일한 해수욕장이다. 가사동은 상록활엽수림이 하늘을 가리고 그늘막을 만들어 준다. 그늘 밑으로는 장용산에서 흘러내리는 시원한 물이 한 여름에도 냉기로 가득해 발을 담그기가 쉽지 않다. 조약도는 예부터 흑염소로 유명한데 피서와 함께 흑염소로 몸을 보신할 수 있는 피서지로 각광받고 있으며. 바로 인근에 해동사라는 전망 좋은 절이 있다. 주변은 바다 낚시터로 돔과 농어, 우럭등 어족자원이 풍부해 사계절 내내 낚시가 가능하다. #자연관광 #자연경관(하천‧해양) #해변. 해수욕장 #정원 #전망 #시즌한정 #주차가능","1.0.0","import","0.45","[{""source"": ""tourapi"", ""source_url"": ""https://www.wando.go.kr/tour/sub.cs?m=162&tCimTitle=%EA%B0%80%EC%82%AC%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5&tCimUniqId=TCIM_000000000004499&tCfdMenuChoice=tCfdBeach"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","1957336","#역사관광|#역사유적지|#사당|#역사|#전통|#느린여행|#주차가능","0.75","0.75","0.0","0.0","0.0","0.0","0.5","0.0","가산서원 가산서원은 고려 후기 문신 익재 이제현(1287∼1367)과 이제현의 8대손인 조선 중기 문신이자 학자 백사 이항복(1556~1618) 등의 위패를 모신 사당이다. 연산군 4년(1498) 이제현의 5대손인 장수 현감 이재인(1415~?)이 현 전남광주통합특별시 장성군 삼계면 주산리 백산촌에 집을 짓고 은거하면서 익재의 영정을 모셨고, 1559년 후손 이대정이 사우 백산사를 지어 익재의 제사를 모셨다. 세월이 흘러 사우가 퇴락하자 영조 42년(1766) 후손 이언경이 낭월산 남쪽 기슭의 현 위치(장성군 삼서면 홍정리 가산마을)로 사당을 옮겨 가산서원이라 하고 이항복을 추배하였다. 고종 5년(1868) 훼철되어 영정만 모시는 영당으로 남았다가 1960년 중건하였다. 1998년 장성향교의 발의로 이재인을 추배하고, 해마다 음력 8월 10일에 향사를 올린다. 익재영정이 보관되어 있다. #역사관광 #역사유적지 #사당 #역사 #전통 #느린여행 #주차가능","1.0.0","import","0.45","[{""source"": ""tourapi"", ""source_url"": ""https://www.heritage.go.kr/heri/cul/culSelectDetail.do?pageNo=1_1_1_1&sngl=Y&ccbaCpno=3413601640000"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","2732489","#문화관광|#테마공원|#테마파크|#역사|#박물관|#전시|#공연|#체험|#교육|#피크닉","0.75","0.75","0.75","0.0","0.75","0.0","0.75","0.0","가야금산조테마공원 가야금산조테마공원은 전국에서 유일하게 음악을 테마로 삼은 공원으로 2014년에 개관하였다. 공원은 가야금산조기념관과 김창조 선생 사당과 재실, 생가터, 누각, 야외공연장, 잔디밭 등으로 조성되어 있다. 가야금산조기념관은 유수한 역사를 지닌 가야금의 흐름을 한눈에 볼 수 있도록 갖가지 가야금 관련 유물과 자료를 전시하고 있다. 또한 가야금산조에 대해 생소한 초보자들도 쉽게 접하고 체험할 수 있는 국악의 산 교육장 역할도 수행하고 있다. 가야금산조를 창시한 악성 김창조선생을 선양하고 영암이 가야금산조의 본향(뿌리)으로서 역사성을 고취하기 위해 기념관을 조성하였다. 전시관에는 각종 국악기와 음향, 영상자료, 가야금산조 관련 6 대류파 기증품을 언제든 관람할 수 있고, 250여 명이 관람할 수 있는 산조공연장은 가야금 연주와 국악행사를 치를 수 있다. #문화관광 #테마공원 #테마파크 #역사 #박물관 #전시 #공연 #체험 #교육 #피크닉","1.0.0","import","0.6","[{""source"": ""tourapi"", ""source_url"": ""https://www.yeongam.go.kr/home/tour/enjoy/enjoy_02/show/31?page=1"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","3013529","#자연관광|#자연공원|#수목원ㆍ정원|#자연|#정원|#교육|#가족체험|#피크닉|#공원|#아이동반","1.0","0.0","0.0","0.0","0.0","0.0","0.75","0.0","가야정원 가야정원은 쓰레기와 잡초로 우거졌던 약 2만여 평의 폐염전 부지를 가꾼 곳으로, 정원지기인 유병천 씨가 10여 년 전부터 자신의 재산을 들여 꽃과 나무를 심었다. 람사르 습지인 순천만과 인접해 있어 해변 정원으로도 알려져 있다. 가야정원의 정원지기는 무료로 이곳을 개방하여 내방객들이 즐겁고 행복해하는 모습을 보며 행복과 위로를 삼는다고 한다. 이른 봄이면 해변이 보이는 꽃동산과 정원 길 따라 꽃잔디가 피고 오월이면 가야정원을 둘러싸고 있는 장미 울타리가 갯벌 풍경과 맞닿아 어디에도 쉽게 찾을 수 없는 풍경이 펼쳐진다. 특히 사랑의 오작교가 놓인 연못 주변으로 낮달맞이가 피면 분홍 물결이 장관을 이룬다. 연이어 피는 나도샤프란, 꽃무릇, 소국 또한 놓칠 수 없다. 모과, 자두, 복숭아 등 과수나무의 과일을 조금씩 따서 맛볼 수 있어 아이들의 자연학습장으로도 한몫을 하고 있다. 가야정원 뒷산 정상에서는 순천만과 아름다운 노을을 즐길 수 있다. 와온해변에서 가야정원까지는 1.7㎞로, 차량으로는 약 5분 거리이므로 함께 방문하면 좋다. #자연관광 #자연공원 #수목원ㆍ정원 #자연 #정원 #교육 #가족체험 #피크닉 #공원 #아이동반","1.0.0","import","0.57","[{""source"": ""tourapi"", ""source_url"": """", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","129024","#문화관광|#도시.지역문화관광|#마을관광지|#자연|#숲|#역사|#박물관|#전시|#참여형|#산책","1.0","0.75","0.5","0.0","0.5","0.0","0.25","0.0","갈두마을(땅끝마을) 우리나라 국토의 땅끝에 위치한 마을인 갈두마을(땅끝마을)은 갈두산에 칡이 많아 칡머리로 불리던 것이 한자 갈두(葛頭)를 써서 명명된 것이다. 이곳은 일출과 일몰을 동시에 볼 수 있는 곳이고 갈두항 앞에 나란히 있은 두 개의 맴섬 사이로 뜨는 일출은 갈두마을 관광의 백미로 특히 양력 2월 중순 무렵과 10월 20일에서 25일 사이에 맴섬 가운데로 떠오르는 일출은 가히 환상적이다. 또한, 땅끝천년숲옛길 3코스 중 약 17㎞의 땅끝 길이 이곳 땅끝마을에서 시작하여 미황사역사길, 다산초의교류길과 연결되며 갈두마을에서 땅끝탑까지 조성하는 무장애길 해안 처음 길은 갈두마을의 해안 자연경관을 마음껏 즐길 수 있는 산책길로 서남해의 탁 트인 바다 전망을 한눈에 담을 수 있는 땅끝탑 앞의 스카이워크까지 이어진다. 연말연시가 되면 갈두마을은 해넘이 해맞이 축제를 하며 지난 한 해의 액운을 떨치는 해넘이 행사와 신년 아침에 소원을 담은 띠배 띄우기 행사 등 다채로운 축제 프로그램을 운영하며 인정 나누기 행사를 통해 마을 주민들이 떡국을 쑤어 관광객들과 나누어 먹으며 서로의 새해의 시작을 응원한다. 주변으로 땅끝전망대와 땅끝 스카이워크, 땅끝 모노레일, 송호해수욕장, 사구미해수욕장, 땅끝해양자연사박물관, 땅끝오토캠핑리조트, 황토나라 테마촌 등 마을 주변 곳곳이 온통 볼거리 즐길 거리로 넘쳐난다. 갈두항 여객선 터미널에서 보길도에 갈 수 있는 노화도로 가는 배를 이용할 수 있다. #문화관광 #도시.지역문화관광 #마을관광지 #자연 #숲 #역사 #박물관 #전시 #참여형 #산책","1.0.0","import","0.6","[{""source"": ""tourapi"", ""source_url"": ""https://www.haenam.go.kr/tour/index.9is?contentUid=18e3368f68230ef801689ca7b32f7839"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
